Code IRIS;Nom IRIS;Code Commune;Nom Commune;Taux de motorisation IRIS;Taux de motorisation Commune;Taux de motorisation Département
010010000;L'Abergement-Clémenciat;01001;L'Abergement-Clémenciat;0,963576;0,963576;0,903721
641780000;Castetnau-Camblong;64178;Castetnau-Camblong;0,946524;0,946524;0,873729
641530000;Burosse-Mendousse;64153;Burosse-Mendousse;1;1;0,873729
641540000;Bussunarits-Sarrasquette;64154;Bussunarits-Sarrasquette;0,969697;0,969697;0,873729
641550000;Bustince-Iriberry;64155;Bustince-Iriberry;0,944444;0,944444;0,873729
641560000;Buziet;64156;Buziet;0,920904;0,920904;0,873729
641570000;Buzy;64157;Buzy;0,944304;0,944304;0,873729
641580000;Cabidos;64158;Cabidos;0,941176;0,941176;0,873729
641590000;Cadillon;64159;Cadillon;1;1;0,873729
641600000;Cambo-les-Bains;64160;Cambo-les-Bains;0,883025;0,883025;0,873729
641610000;Came;64161;Came;0,938235;0,938235;0,873729
641620000;Camou-Cihigue;64162;Camou-Cihigue;0,925;0,925;0,873729
641650000;Cardesse;64165;Cardesse;0,963303;0,963303;0,873729
641660000;Caro;64166;Caro;0,959459;0,959459;0,873729
641670000;Carrère;64167;Carrère;0,938272;0,938272;0,873729
641680000;Carresse-Cassaber;64168;Carresse-Cassaber;0,913973;0,913973;0,873729
641700000;Castagnède;64170;Castagnède;0,967742;0,967742;0,873729
641710000;Casteide-Cami;64171;Casteide-Cami;0,97561;0,97561;0,873729
641720000;Casteide-Candau;64172;Casteide-Candau;0,94186;0,94186;0,873729
641730000;Casteide-Doat;64173;Casteide-Doat;0,982143;0,982143;0,873729
641740000;Castéra-Loubix;64174;Castéra-Loubix;0,866667;0,866667;0,873729
641750000;Castet;64175;Castet;0,914286;0,914286;0,873729
641760000;Castetbon;64176;Castetbon;0,986301;0,986301;0,873729
641520000;Buros;64152;Buros;0,990741;0,990741;0,873729
641510000;Burgaronne;64151;Burgaronne;0,95;0,95;0,873729
641500000;Bunus;64150;Bunus;1;1;0,873729
641400101;Boucau / Couronne Boisee;64140;Boucau;0,914501;0,90349;0,873729
641310000;Biron;64131;Biron;0,977578;0,977578;0,873729
641320000;Bizanos;64132;Bizanos;0,898253;0,898253;0,873729
641330000;Boeil-Bezing;64133;Boeil-Bezing;0,927521;0,927521;0,873729
641340000;Bonloc;64134;Bonloc;0,931507;0,931507;0,873729
641350000;Bonnut;64135;Bonnut;0,952703;0,952703;0,873729
641360000;Borce;64136;Borce;0,877193;0,877193;0,873729
641370000;Bordères;64137;Bordères;0,951807;0,951807;0,873729
641380000;Bordes;64138;Bordes;0,950098;0,950098;0,873729
641390000;Bosdarros;64139;Bosdarros;0,977387;0,977387;0,873729
641400102;Boucau / Haut Boucau;64140;Boucau;0,936968;0,90349;0,873729
641490000;Bugnein;64149;Bugnein;0,965116;0,965116;0,873729
641400103;Boucau / Bas Boucau;64140;Boucau;0,863182;0,90349;0,873729
641410000;Boueilh-Boueilho-Lasque;64141;Boueilh-Boueilho-Lasque;0,951724;0,951724;0,873729
641420000;Bougarber;64142;Bougarber;0,966102;0,966102;0,873729
641430000;Bouillon;64143;Bouillon;0,927273;0,927273;0,873729
641440000;Boumourt;64144;Boumourt;0,982456;0,982456;0,873729
641450000;Bourdettes;64145;Bourdettes;0,926554;0,926554;0,873729
641460000;Bournos;64146;Bournos;0,953846;0,953846;0,873729
641470000;Briscous;64147;Briscous;0,965139;0,965139;0,873729
641480000;Bruges-Capbis-Mifaget;64148;Bruges-Capbis-Mifaget;0,939314;0,939314;0,873729
641770000;Castétis;64177;Castétis;0,954733;0,954733;0,873729
641790000;Castetner;64179;Castetner;1;1;0,873729
641290107;Billère / La Liniere;64129;Billère;0,865021;0,849748;0,873729
641800000;Castetpugon;64180;Castetpugon;0,923913;0,923913;0,873729
642040000;Eaux-Bonnes;64204;Eaux-Bonnes;0,887006;0,887006;0,873729
642050000;Escos;64205;Escos;0,845455;0,845455;0,873729
642060000;Escot;64206;Escot;0,854545;0,854545;0,873729
642070000;Escou;64207;Escou;0,969697;0,969697;0,873729
642080000;Escoubès;64208;Escoubès;0,913043;0,913043;0,873729
642090000;Escout;64209;Escout;0,965909;0,965909;0,873729
642100000;Escurès;64210;Escurès;0,968254;0,968254;0,873729
642110000;Eslourenties-Daban;64211;Eslourenties-Daban;0,990654;0,990654;0,873729
642120000;Espéchède;64212;Espéchède;0,951613;0,951613;0,873729
642130000;Espelette;64213;Espelette;0,93526;0,93526;0,873729
642140000;Espès-Undurein;64214;Espès-Undurein;0,913636;0,913636;0,873729
642150000;Espiute;64215;Espiute;0,875;0,875;0,873729
642160000;Espoey;64216;Espoey;0,959811;0,959811;0,873729
642170000;Esquiule;64217;Esquiule;0,964126;0,964126;0,873729
642180000;Estérençuby;64218;Estérençuby;0,976;0,976;0,873729
642190000;Estialescq;64219;Estialescq;0,902655;0,902655;0,873729
642200000;Estos;64220;Estos;0,962441;0,962441;0,873729
642210000;Etcharry;64221;Etcharry;0,946429;0,946429;0,873729
642220000;Etchebar;64222;Etchebar;1;1;0,873729
642230000;Etsaut;64223;Etsaut;0,8;0,8;0,873729
642240000;Eysus;64224;Eysus;0,954225;0,954225;0,873729
642030000;Doumy;64203;Doumy;0,948276;0,948276;0,873729
642020000;Domezain-Berraute;64202;Domezain-Berraute;0,906736;0,906736;0,873729
642010000;Dognen;64201;Dognen;0,965517;0,965517;0,873729
641890102;Ciboure / Nord;64189;Ciboure;0,839475;0,850898;0,873729
641810000;Castillon (Canton d'Arthez-de-Béarn);64181;Castillon (Canton d'Arthez-de-Béarn);0,95614;0,95614;0,873729
641820000;Castillon (Canton de Lembeye);64182;Castillon (Canton de Lembeye);0,84375;0,84375;0,873729
641830000;Caubios-Loos;64183;Caubios-Loos;0,984211;0,984211;0,873729
641840000;Cescau;64184;Cescau;0,966507;0,966507;0,873729
641850000;Cette-Eygun;64185;Cette-Eygun;0,833333;0,833333;0,873729
641860000;Charre;64186;Charre;0,891304;0,891304;0,873729
641870000;Charritte-de-Bas;64187;Charritte-de-Bas;0,971963;0,971963;0,873729
641880000;Chéraute;64188;Chéraute;0,90795;0,90795;0,873729
641890101;Ciboure / Sud;64189;Ciboure;0,865027;0,850898;0,873729
641900000;Claracq;64190;Claracq;0,967391;0,967391;0,873729
642000000;Doazon;64200;Doazon;0,944444;0,944444;0,873729
641910000;Coarraze;64191;Coarraze;0,920738;0,920738;0,873729
641920000;Conchez-de-Béarn;64192;Conchez-de-Béarn;0,938776;0,938776;0,873729
641930000;Corbère-Abères;64193;Corbère-Abères;1;1;0,873729
641940000;Coslédaà-Lube-Boast;64194;Coslédaà-Lube-Boast;0,971631;0,971631;0,873729
641950000;Coublucq;64195;Coublucq;0,93617;0,93617;0,873729
641960000;Crouseilles;64196;Crouseilles;0,921875;0,921875;0,873729
641970000;Cuqueron;64197;Cuqueron;0,935897;0,935897;0,873729
641980000;Denguin;64198;Denguin;0,967456;0,967456;0,873729
641990000;Diusse;64199;Diusse;0,961538;0,961538;0,873729
641300000;Biriatou;64130;Biriatou;0,947727;0,947727;0,873729
641290106;Billère / La Plaine;64129;Billère;0,895424;0,849748;0,873729
640640000;Asasp-Arros;64064;Asasp-Arros;0,927184;0,927184;0,873729
641020903;Bayonne / Saint-Leon-Maignon;64102;Bayonne;0,927887;0,783911;0,873729
640910000;Baliros;64091;Baliros;0,939891;0,939891;0,873729
640920000;Banca;64092;Banca;0,9375;0,9375;0,873729
640930000;Barcus;64093;Barcus;0,903448;0,903448;0,873729
640940000;Bardos;64094;Bardos;0,948378;0,948378;0,873729
640950000;Barinque;64095;Barinque;0,973451;0,973451;0,873729
640960000;Barraute-Camu;64096;Barraute-Camu;0,942029;0,942029;0,873729
640970000;Barzun;64097;Barzun;0,967078;0,967078;0,873729
640980000;Bassillon-Vauzé;64098;Bassillon-Vauzé;1;1;0,873729
640990000;Bastanès;64099;Bastanès;0,977273;0,977273;0,873729
641000000;Bassussarry;64100;Bassussarry;0,978704;0,978704;0,873729
641010000;Baudreix;64101;Baudreix;0,927536;0,927536;0,873729
641020101;Bayonne / Mousserolles;64102;Bayonne;0,881358;0,783911;0,873729
641020201;Bayonne / Saint-Etienne-Arrousets;64102;Bayonne;0,870878;0,783911;0,873729
641020301;Bayonne / Petit-Bayonne;64102;Bayonne;0,648604;0,783911;0,873729
641020501;Bayonne / Centre Ville-Hotel de Ville;64102;Bayonne;0,659941;0,783911;0,873729
641020601;Bayonne / Citadelle;64102;Bayonne;0,796484;0,783911;0,873729
641020602;Bayonne / Saint-Esprit;64102;Bayonne;0,712946;0,783911;0,873729
641020701;Bayonne / Arenes-Lachepaillet;64102;Bayonne;0,840698;0,783911;0,873729
641020702;Bayonne / Arenes-Allees Marines;64102;Bayonne;0,741172;0,783911;0,873729
641020703;Bayonne / Forum Pontots;64102;Bayonne;1;0,783911;0,873729
641020901;Bayonne / Saint-Leon-Marracq;64102;Bayonne;0,806906;0,783911;0,873729
640900000;Baliracq-Maumusson;64090;Baliracq-Maumusson;0,981132;0,981132;0,873729
640890000;Baleix;64089;Baleix;0,963636;0,963636;0,873729
640880000;Balansun;64088;Balansun;0,982906;0,982906;0,873729
640750000;Audaux;64075;Audaux;0,973684;0,973684;0,873729
640660000;Ascarat;64066;Ascarat;0,916667;0,916667;0,873729
640670000;Assat;64067;Assat;0,971514;0,971514;0,873729
640680000;Asson;64068;Asson;0,956151;0,956151;0,873729
640690000;Aste-Béon;64069;Aste-Béon;0,90991;0,90991;0,873729
640700000;Astis;64070;Astis;0,982456;0,982456;0,873729
640710000;Athos-Aspis;64071;Athos-Aspis;0,961538;0,961538;0,873729
640720000;Aubertin;64072;Aubertin;0,97417;0,97417;0,873729
640730000;Aubin;64073;Aubin;0,978723;0,978723;0,873729
640740000;Aubous;64074;Aubous;0,888889;0,888889;0,873729
640770000;Auga;64077;Auga;0,859375;0,859375;0,873729
640870000;Baigts-de-Béarn;64087;Baigts-de-Béarn;0,927711;0,927711;0,873729
640780000;Auriac;64078;Auriac;0,958763;0,958763;0,873729
640790000;Aurions-Idernes;64079;Aurions-Idernes;0,953488;0,953488;0,873729
640800000;Aussevielle;64080;Aussevielle;0,996226;0,996226;0,873729
640810000;Aussurucq;64081;Aussurucq;0,925532;0,925532;0,873729
640820000;Auterrive;64082;Auterrive;0,87931;0,87931;0,873729
640830000;Autevielle-Saint-Martin-Bideren;64083;Autevielle-Saint-Martin-Bideren;0,965517;0,965517;0,873729
640840000;Aydie;64084;Aydie;0,982759;0,982759;0,873729
640850000;Aydius;64085;Aydius;0,901961;0,901961;0,873729
640860000;Ayherre;64086;Ayherre;0,969849;0,969849;0,873729
641020902;Bayonne / Saint-Leon-Saint-Crouts;64102;Bayonne;0,778919;0,783911;0,873729
641021001;Bayonne / Hauts-de-Sainte-Croix;64102;Bayonne;0,673407;0,783911;0,873729
641290105;Billère / Marnieres;64129;Billère;0,877963;0,849748;0,873729
641021002;Bayonne / Sainte-Croix-Grand-Basque;64102;Bayonne;0,802473;0,783911;0,873729
641220102;Biarritz / Mairie-Marne;64122;Biarritz;0,752317;0,777248;0,873729
641220103;Biarritz / Les Rocailles-Lahouze;64122;Biarritz;0,734142;0,777248;0,873729
641220104;Biarritz / Republique-Beau Rivage;64122;Biarritz;0,765082;0,777248;0,873729
641220105;Biarritz / La Rochefoucauld-Aguilera;64122;Biarritz;0,844263;0,777248;0,873729
641220106;Biarritz / Saint-Charles-Golf;64122;Biarritz;0,729467;0,777248;0,873729
641220107;Biarritz / Halles-Hurlague;64122;Biarritz;0,616093;0,777248;0,873729
641220108;Biarritz / Labordotte-La Colline;64122;Biarritz;0,85643;0,777248;0,873729
641220109;Biarritz / Saint-Martin-Cite des Fleurs;64122;Biarritz;0,807841;0,777248;0,873729
641220110;Biarritz / Parme-La Negresse;64122;Biarritz;0,847151;0,777248;0,873729
641220111;Biarritz / Parc d'Hiver-Marion-Mouriscot;64122;Biarritz;0,854341;0,777248;0,873729
641220112;Biarritz / Petricot-Reptou;64122;Biarritz;0,763319;0,777248;0,873729
641230000;Bidache;64123;Bidache;0,857627;0,857627;0,873729
641240000;Bidarray;64124;Bidarray;0,926573;0,926573;0,873729
641250000;Bidart;64125;Bidart;0,933999;0,933999;0,873729
641260000;Bidos;64126;Bidos;0,90566;0,90566;0,873729
641270000;Bielle;64127;Bielle;0,911602;0,911602;0,873729
641280000;Bilhères;64128;Bilhères;0,946667;0,946667;0,873729
641290101;Billère / Laffite;64129;Billère;0,757617;0,849748;0,873729
641290102;Billère / Lacaou;64129;Billère;0,886973;0,849748;0,873729
641290103;Billère / Asptt;64129;Billère;0,839866;0,849748;0,873729
641290104;Billère / La Poste;64129;Billère;0,848352;0,849748;0,873729
641220101;Biarritz / Front de Mer;64122;Biarritz;0,769362;0,777248;0,873729
641210000;Beyrie-en-Béarn;64121;Beyrie-en-Béarn;0,956522;0,956522;0,873729
641200000;Beyrie-sur-Joyeuse;64120;Beyrie-sur-Joyeuse;0,98995;0,98995;0,873729
641080000;Bellocq;64108;Bellocq;0,940415;0,940415;0,873729
641021003;Bayonne / Saint-Frederic;64102;Bayonne;0,910001;0,783911;0,873729
641021101;Bayonne / Beyris-Saint-Amand;64102;Bayonne;0,81486;0,783911;0,873729
641021102;Bayonne / Beyris-Polo;64102;Bayonne;0,830869;0,783911;0,873729
641021201;Bayonne / Saint-Bernard-Matras;64102;Bayonne;0,914155;0,783911;0,873729
641030000;Bédeille;64103;Bédeille;0,975309;0,975309;0,873729
641040000;Bedous;64104;Bedous;0,811538;0,811538;0,873729
641050000;Béguios;64105;Béguios;0,990196;0,990196;0,873729
641060000;Béhasque-Lapiste;64106;Béhasque-Lapiste;0,940217;0,940217;0,873729
641070000;Béhorléguy;64107;Béhorléguy;0,875;0,875;0,873729
641090000;Bénéjacq;64109;Bénéjacq;0,939759;0,939759;0,873729
641190000;Beuste;64119;Beuste;0,960784;0,960784;0,873729
641100000;Béost;64110;Béost;0,881188;0,881188;0,873729
641110000;Bentayou-Sérée;64111;Bentayou-Sérée;0,93617;0,93617;0,873729
641120000;Bérenx;64112;Bérenx;0,924731;0,924731;0,873729
641130000;Bergouey-Viellenave;64113;Bergouey-Viellenave;0,964286;0,964286;0,873729
641140000;Bernadets;64114;Bernadets;0,971564;0,971564;0,873729
641150000;Berrogain-Laruns;64115;Berrogain-Laruns;0,942308;0,942308;0,873729
641160000;Bescat;64116;Bescat;0,905512;0,905512;0,873729
641170000;Bésingrand;64117;Bésingrand;0,957447;0,957447;0,873729
641180000;Bétracq;64118;Bétracq;0,869565;0,869565;0,873729
642250000;Féas;64225;Féas;0,975758;0,975758;0,873729
642260000;Fichous-Riumayou;64226;Fichous-Riumayou;0,985075;0,985075;0,873729
642270000;Gabaston;64227;Gabaston;0,957854;0,957854;0,873729
643620000;Luxe-Sumberraute;64362;Luxe-Sumberraute;0,959016;0,959016;0,873729
643440000;Livron;64344;Livron;0,972414;0,972414;0,873729
643450000;Lohitzun-Oyhercq;64345;Lohitzun-Oyhercq;0,964706;0,964706;0,873729
643460000;Lombia;64346;Lombia;0,976744;0,976744;0,873729
643470000;Lonçon;64347;Lonçon;0,984848;0,984848;0,873729
643480101;Lons / Zone Industrielle;64348;Lons;1;0,926695;0,873729
643480102;Lons / Bourg;64348;Lons;0,935578;0,926695;0,873729
643480103;Lons / Tonkin-Pesque-St-Julien;64348;Lons;0,929483;0,926695;0,873729
643480104;Lons / Perlic;64348;Lons;0,864297;0,926695;0,873729
643480105;Lons / Erckman-Val d'Or-Pont Long;64348;Lons;0,94577;0,926695;0,873729
643490000;Loubieng;64349;Loubieng;0,945813;0,945813;0,873729
643500000;Louhossoa;64350;Louhossoa;0,963077;0,963077;0,873729
643510000;Lourdios-Ichère;64351;Lourdios-Ichère;0,885246;0,885246;0,873729
643520000;Lourenties;64352;Lourenties;0,970803;0,970803;0,873729
643530000;Louvie-Juzon;64353;Louvie-Juzon;0,929638;0,929638;0,873729
643540000;Louvie-Soubiron;64354;Louvie-Soubiron;0,894737;0,894737;0,873729
643550000;Louvigny;64355;Louvigny;0,960784;0,960784;0,873729
643560000;Luc-Armau;64356;Luc-Armau;0,916667;0,916667;0,873729
643570000;Lucarré;64357;Lucarré;0,956522;0,956522;0,873729
643580000;Lucgarier;64358;Lucgarier;0,955752;0,955752;0,873729
643590000;Lucq-de-Béarn;64359;Lucq-de-Béarn;0,953125;0,953125;0,873729
643600000;Lurbe-Saint-Christau;64360;Lurbe-Saint-Christau;0,957916;0,957916;0,873729
643430000;Limendous;64343;Limendous;0,960784;0,960784;0,873729
643420000;Licq-Athérey;64342;Licq-Athérey;0,935484;0,935484;0,873729
643410000;Lichos;64341;Lichos;0,947368;0,947368;0,873729
643310000;Lembeye;64331;Lembeye;0,854592;0,854592;0,873729
643220000;Lasse;64322;Lasse;0,947826;0,947826;0,873729
643230000;Lasserre;64323;Lasserre;0,97561;0,97561;0,873729
643240000;Lasseube;64324;Lasseube;0,931085;0,931085;0,873729
643250000;Lasseubetat;64325;Lasseubetat;0,9625;0,9625;0,873729
643260000;Lay-Lamidou;64326;Lay-Lamidou;0,836735;0,836735;0,873729
643270000;Lecumberry;64327;Lecumberry;0,921053;0,921053;0,873729
643280000;Ledeuix;64328;Ledeuix;0,964126;0,964126;0,873729
643290000;Lée;64329;Lée;0,979955;0,979955;0,873729
643300000;Lées-Athas;64330;Lées-Athas;0,938596;0,938596;0,873729
643320000;Lème;64332;Lème;0,969231;0,969231;0,873729
643400000;Lichans-Sunhar;64340;Lichans-Sunhar;1;1;0,873729
643340000;Léren;64334;Léren;0,952941;0,952941;0,873729
643350101;Lescar / Nord;64335;Lescar;0,89869;0,934378;0,873729
643350102;Lescar / Est;64335;Lescar;0,959058;0,934378;0,873729
643350103;Lescar / Sud Ouest;64335;Lescar;0,925696;0,934378;0,873729
643350104;Lescar / Sud Est;64335;Lescar;0,961376;0,934378;0,873729
643360000;Lescun;64336;Lescun;0,921569;0,921569;0,873729
643370000;Lespielle;64337;Lespielle;0,939394;0,939394;0,873729
643380000;Lespourcy;64338;Lespourcy;0,986111;0,986111;0,873729
643390000;Lestelle-Bétharram;64339;Lestelle-Bétharram;0,901787;0,901787;0,873729
643610000;Lussagnet-Lusson;64361;Lussagnet-Lusson;0,921875;0,921875;0,873729
643630000;Lys;64363;Lys;0,918519;0,918519;0,873729
642280000;Gabat;64228;Gabat;0,947368;0,947368;0,873729
643640000;Macaye;64364;Macaye;0,945946;0,945946;0,873729
643900000;Moncaup;64390;Moncaup;0,939394;0,939394;0,873729
643910000;Moncayolle-Larrory-Mendibieu;64391;Moncayolle-Larrory-Mendibieu;0,9375;0,9375;0,873729
643920000;Moncla;64392;Moncla;0,906977;0,906977;0,873729
643930000;Monein;64393;Monein;0,931374;0,931374;0,873729
643940000;Monpezat;64394;Monpezat;0,882353;0,882353;0,873729
643950000;Monségur;64395;Monségur;1;1;0,873729
643960000;Mont;64396;Mont;0,959799;0,959799;0,873729
643970000;Montagut;64397;Montagut;0,94;0,94;0,873729
643980000;Montaner;64398;Montaner;0,956098;0,956098;0,873729
643990000;Montardon;64399;Montardon;0,970692;0,970692;0,873729
644000000;Montaut;64400;Montaut;0,926366;0,926366;0,873729
644010000;Mont-Disse;64401;Mont-Disse;0,878788;0,878788;0,873729
644030000;Montfort;64403;Montfort;0,944444;0,944444;0,873729
644040000;Montory;64404;Montory;0,95;0,95;0,873729
644050000;Morlaàs;64405;Morlaàs;0,93192;0,93192;0,873729
644060000;Morlanne;64406;Morlanne;0,963303;0,963303;0,873729
644070000;Mouguerre;64407;Mouguerre;0,970909;0,970909;0,873729
644080000;Mouhous;64408;Mouhous;0,923077;0,923077;0,873729
644090000;Moumour;64409;Moumour;0,947977;0,947977;0,873729
644100101;Mourenx / Coueyto;64410;Mourenx;0,745708;0,818766;0,873729
644100102;Mourenx / Peripherie;64410;Mourenx;0,927885;0,818766;0,873729
643890000;Monassut-Audiracq;64389;Monassut-Audiracq;0,992424;0,992424;0,873729
643880000;Momy;64388;Momy;0,961538;0,961538;0,873729
643870000;Momas;64387;Momas;0,975248;0,975248;0,873729
643740000;Mazerolles;64374;Mazerolles;0,962865;0,962865;0,873729
643650000;Malaussanne;64365;Malaussanne;0,974684;0,974684;0,873729
643660000;Mascaraàs-Haron;64366;Mascaraàs-Haron;0,959184;0,959184;0,873729
643670000;Maslacq;64367;Maslacq;0,921512;0,921512;0,873729
643680000;Masparraute;64368;Masparraute;0,933333;0,933333;0,873729
643690000;Maspie-Lalonquère-Juillacq;64369;Maspie-Lalonquère-Juillacq;0,969697;0,969697;0,873729
643700000;Maucor;64370;Maucor;0,938144;0,938144;0,873729
643710000;Mauléon-Licharre;64371;Mauléon-Licharre;0,831404;0,831404;0,873729
643720000;Maure;64372;Maure;0,954545;0,954545;0,873729
643730000;Mazères-Lezons;64373;Mazères-Lezons;0,938365;0,938365;0,873729
643750000;Méharin;64375;Méharin;0,927083;0,927083;0,873729
643860000;Mirepeix;64386;Mirepeix;0,935136;0,935136;0,873729
643760000;Meillon;64376;Meillon;0,962428;0,962428;0,873729
643770000;Mendionde;64377;Mendionde;0,955836;0,955836;0,873729
643780000;Menditte;64378;Menditte;0,973684;0,973684;0,873729
643790000;Mendive;64379;Mendive;0,934211;0,934211;0,873729
643800000;Méracq;64380;Méracq;0,906239;0,906239;0,873729
643810000;Méritein;64381;Méritein;0,977099;0,977099;0,873729
643820000;Mesplède;64382;Mesplède;0,946667;0,946667;0,873729
643830000;Mialos;64383;Mialos;0,957447;0,957447;0,873729
643850000;Miossens-Lanusse;64385;Miossens-Lanusse;0,957447;0,957447;0,873729
643210000;Lasclaveries;64321;Lasclaveries;0,989247;0,989247;0,873729
643200000;Laruns;64320;Laruns;0,849484;0,849484;0,873729
643190000;Larribar-Sorhapuru;64319;Larribar-Sorhapuru;0,926471;0,926471;0,873729
643180000;Larreule;64318;Larreule;0,935484;0,935484;0,873729
642540000;Hagetaubin;64254;Hagetaubin;0,941964;0,941964;0,873729
642550000;Halsou;64255;Halsou;0,96347;0,96347;0,873729
642560101;Hasparren / Est;64256;Hasparren;0,877285;0,901806;0,873729
642560102;Hasparren / Ouest;64256;Hasparren;0,917569;0,901806;0,873729
642570000;Haut-de-Bosdarros;64257;Haut-de-Bosdarros;0,948276;0,948276;0,873729
642580000;Haux;64258;Haux;0,897436;0,897436;0,873729
642590000;Hélette;64259;Hélette;0,958621;0,958621;0,873729
642600101;Hendaye / Centre Ville-La Plage;64260;Hendaye;0,797265;0,853561;0,873729
642600102;Hendaye / Moleres-Sopite;64260;Hendaye;0,92526;0,853561;0,873729
642600103;Hendaye / Orio;64260;Hendaye;0,832417;0,853561;0,873729
642600104;Hendaye / Gare-Joncaux;64260;Hendaye;0,865188;0,853561;0,873729
642610000;Herrère;64261;Herrère;0,974026;0,974026;0,873729
642620000;Higuères-Souye;64262;Higuères-Souye;0,963964;0,963964;0,873729
642630000;L'Hôpital-d'Orion;64263;L'Hôpital-d'Orion;0,985075;0,985075;0,873729
642640000;L'Hôpital-Saint-Blaise;64264;L'Hôpital-Saint-Blaise;0,962963;0,962963;0,873729
642650000;Hosta;64265;Hosta;1;1;0,873729
642660000;Hours;64266;Hours;0,946237;0,946237;0,873729
642670000;Ibarrolle;64267;Ibarrolle;0,941176;0,941176;0,873729
642680000;Idaux-Mendy;64268;Idaux-Mendy;0,971698;0,971698;0,873729
642690000;Idron;64269;Idron;0,972911;0,972911;0,873729
642700000;Igon;64270;Igon;0,951368;0,951368;0,873729
642530000;Gurs;64253;Gurs;0,954545;0,954545;0,873729
642520000;Gurmençon;64252;Gurmençon;0,9683;0,9683;0,873729
642510000;Guinarthe-Parenties;64251;Guinarthe-Parenties;0,943925;0,943925;0,873729
642380000;Ger;64238;Ger;0,954967;0,954967;0,873729
642290000;Gamarthe;64229;Gamarthe;0,93617;0,93617;0,873729
642300000;Gan;64230;Gan;0,936678;0,936678;0,873729
642310000;Garindein;64231;Garindein;0,919283;0,919283;0,873729
642320000;Garlède-Mondebat;64232;Garlède-Mondebat;0,977528;0,977528;0,873729
642330000;Garlin;64233;Garlin;0,916519;0,916519;0,873729
642340000;Garos;64234;Garos;0,918367;0,918367;0,873729
642350000;Garris;64235;Garris;0,93617;0,93617;0,873729
642360000;Gayon;64236;Gayon;0,933333;0,933333;0,873729
642370000;Gelos;64237;Gelos;0,891736;0,891736;0,873729
642390000;Gerderest;64239;Gerderest;0,961538;0,961538;0,873729
642500000;Guiche;64250;Guiche;0,958449;0,958449;0,873729
642400000;Gère-Bélesten;64240;Gère-Bélesten;0,831461;0,831461;0,873729
642410000;Géronce;64241;Géronce;0,962766;0,962766;0,873729
642420000;Gestas;64242;Gestas;0,96875;0,96875;0,873729
642430000;Géus-d'Arzacq;64243;Géus-d'Arzacq;0,945205;0,945205;0,873729
642440000;Geüs-d'Oloron;64244;Geüs-d'Oloron;0,96;0,96;0,873729
642450000;Goès;64245;Goès;0,932836;0,932836;0,873729
642460000;Gomer;64246;Gomer;0,981132;0,981132;0,873729
642470000;Gotein-Libarrenx;64247;Gotein-Libarrenx;0,899522;0,899522;0,873729
642490000;Guéthary;64249;Guéthary;0,910473;0,910473;0,873729
642710000;Iholdy;64271;Iholdy;0,945355;0,945355;0,873729
642720000;Ilharre;64272;Ilharre;0,962264;0,962264;0,873729
642730000;Irissarry;64273;Irissarry;0,963526;0,963526;0,873729
643070000;Lalongue;64307;Lalongue;0,987654;0,987654;0,873729
642980000;Lacarry-Arhan-Charritte-de-Haut;64298;Lacarry-Arhan-Charritte-de-Haut;0,918033;0,918033;0,873729
642990000;Lacommande;64299;Lacommande;0,912088;0,912088;0,873729
643000000;Lacq;64300;Lacq;0,942238;0,942238;0,873729
643010000;Lagor;64301;Lagor;0,950199;0,950199;0,873729
643020000;Lagos;64302;Lagos;0,931937;0,931937;0,873729
643030000;Laguinge-Restoue;64303;Laguinge-Restoue;0,944444;0,944444;0,873729
643040000;Lahonce;64304;Lahonce;0,986584;0,986584;0,873729
643050000;Lahontan;64305;Lahontan;0,910377;0,910377;0,873729
643060000;Lahourcade;64306;Lahourcade;0,962838;0,962838;0,873729
643080000;Lalonquette;64308;Lalonquette;0,971698;0,971698;0,873729
642960000;Lacadée;64296;Lacadée;0,95;0,95;0,873729
643090000;Lamayou;64309;Lamayou;0,963415;0,963415;0,873729
643100000;Lanne-en-Barétous;64310;Lanne-en-Barétous;0,931707;0,931707;0,873729
643110000;Lannecaube;64311;Lannecaube;0,938462;0,938462;0,873729
643120000;Lanneplaà;64312;Lanneplaà;0,982456;0,982456;0,873729
643130000;Lantabat;64313;Lantabat;0,927273;0,927273;0,873729
643140000;Larceveau-Arros-Cibits;64314;Larceveau-Arros-Cibits;0,944787;0,944787;0,873729
643150000;Laroin;64315;Laroin;0,956873;0,956873;0,873729
643160000;Larrau;64316;Larrau;0,942529;0,942529;0,873729
643170000;Larressore;64317;Larressore;0,960366;0,960366;0,873729
642970000;Lacarre;64297;Lacarre;0,95;0,95;0,873729
642950000;Labeyrie;64295;Labeyrie;1;1;0,873729
642740000;Irouléguy;64274;Irouléguy;0,978571;0,978571;0,873729
642840102;Jurançon / Nord Ouest;64284;Jurançon;0,816594;0,864412;0,873729
642750000;Ispoure;64275;Ispoure;0,902834;0,902834;0,873729
642760000;Issor;64276;Issor;0,90678;0,90678;0,873729
642770000;Isturits;64277;Isturits;1;1;0,873729
642790000;Itxassou;64279;Itxassou;0,943847;0,943847;0,873729
642800000;Izeste;64280;Izeste;0,86036;0,86036;0,873729
642810000;Jasses;64281;Jasses;0,920635;0,920635;0,873729
642820000;Jatxou;64282;Jatxou;0,97381;0,97381;0,873729
642830000;Jaxu;64283;Jaxu;0,957143;0,957143;0,873729
