code_commune,nb_copros,nb_lots_hab_total,nb_lots_stat_total,nb_copros_avec_stat,nb_copros_sans_stat,nb_logements,nb_res_principales,nb_res_secondaires,nb_logements_vacants,nb_maisons,nb_appartements,nb_res_princ_appart,nb_menages_avec_parking,nb_menages_avec_voiture,nb_menages_1voiture,nb_menages_2voitures,nb_menages,nb_proprietaires,nb_locataires,nom_commune,taux_moto,nb_parkings_publics,nb_places_publiques
47001,7,82,27,4,3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
47252,1,6,0,0,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
47310,3,71,18,1,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
47323,9,36,0,0,9,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
49007,22,1374,1090,16,6,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,18.0,5158.0
49099,7,134,78,4,3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
49328,2,118,108,1,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
49353,2,89,0,0,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
50025,1,24,18,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
50129,2,55,0,0,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
50502,1,32,0,0,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
51454,11,315,274,8,3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
52448,3,101,71,2,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint-Dizier,0.739121,0.0,0.0
54115,2,86,0,0,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Champigneulles,0.792369,0.0,0.0
54261,3,73,90,3,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herserange,0.78385,0.0,0.0
54304,6,158,56,4,2,7915.556570592,7070.147464492,193.084347971,652.324758602,1962.616006832,5838.51381573,5129.07113712,4171.451119792,5559.286608292,3908.99228623,1650.294322482,7070.147464492,3260.095630327,3680.591902965,Laxou,0.763193,0.0,0.0
54323,1,23,21,1,0,8660.8297574,7866.7054428,110.018014359,684.10630055,2837.3449676,5668.7132734,5102.7142943,3733.0270017000003,5930.4110157000005,4119.7385666,1810.6724490899999,7866.7054428,2785.0158345,4987.1609142,Longwy,0.756907,0.0,0.0
54329,10,81,47,2,8,10601.802589109999,8914.5906656,151.591891839,1535.62003121,3550.4370112,6967.02002271,5559.42058421,4149.03651119,6639.4367333,4742.17627155,1897.26046135,8914.5906656,3749.2867078599998,5040.273698544,Lunéville,0.72195,0.0,0.0
54357,1,24,0,0,1,4558.5699879,4037.159544,16.487286743,504.92315651399997,1197.335597271,3071.8545090000002,2664.824618,1949.4945935599999,2840.8698894,2045.57580207,795.29408728,4037.159544,1337.040551139,2651.8152688,Maxéville,0.716715,0.0,0.0
54395,31,426,238,19,12,71856.220079869,59974.253261993,3508.516194892,8373.45062214,6981.801625957,63764.398091469004,52516.899513093,24135.083238203,37862.663985347,29716.37142453,8146.292562741,59974.253261993,16462.16792933,42205.374478733,Nancy,0.633457,0.0,0.0
54431,6,131,12,2,4,7492.8017899999995,6447.743131,119.561943646,925.49671402,3174.34878788,4168.7315976,3323.0788874,3309.5182722,5181.4180092,3231.5078935,1949.9101160999999,6447.743131,3130.3174403,3230.7442867,Pont-à-Mousson,0.786925,0.0,0.0
54482,2,27,27,2,0,5674.760393,5196.570899,72.944159945,405.24533311,1601.5206629,4022.3982303000003,3650.5856372,3203.3826025,4071.5255539,2860.9704220000003,1210.5551318999999,5196.570899,2630.0352617,2500.5512925,Saint-Max,0.753314,0.0,0.0
54526,1,64,0,0,1,4044.4183089,3789.7821918,18.481653674,236.15446367,2453.8594283,1553.2890318,1405.4358024,2665.888478,3155.5845556,1895.8935243,1259.691031,3789.7821918,2331.6017041,1417.9570023,Tomblaine,0.804068,0.0,0.0
54547,23,1380,137,6,17,17243.82055734,15454.883103060001,274.407261322,1514.53019417,2895.230222826,14076.09995699,12496.753385732,7669.26065574,10390.0362178,7867.5410956900005,2522.495121951,15454.883103060001,4901.45586374,10221.027787083,Vandoeuvre-lès-Nancy,0.669516,0.0,0.0
55029,3,130,0,0,3,9487.079886,7708.5524588,219.392162145,1559.135265,3536.1220724349996,5741.4310922,4408.7589154,3467.6899491599997,5786.4280946,4104.0037194,1682.4243748,7708.5524588,3357.3504061,4134.5812418000005,Bar-le-Duc,0.733877,0.0,0.0
55545,6,83,0,0,6,10330.126944,8861.1715241,244.79140138,1224.16401872,4210.5709258,6029.948448499999,4910.7447643000005,4777.1732396,6577.319139,4590.9026421,1986.4164971,8861.1715241,3700.96653567,5047.3184299,Verdun,0.750868,0.0,0.0
56007,1,16,50,1,0,8975.5992926,7848.501107,606.07596872,521.02221725,3448.4995136,5382.7880291,4539.4072972,5363.3991291,6439.1448466,4501.4464719,1937.6983745,7848.501107,3670.6735625,4085.0658003000003,Auray,0.79055,0.0,0.0
56098,3,56,30,2,1,11724.0575048,10813.816869100001,171.628782455,738.61185446,6643.2103181,5050.5858537,4566.25416512,7065.7425904,8986.0109397,5768.3098492,3217.7010903,10813.816869100001,6217.6961221,4538.7179522,Lanester,0.805828,0.0,0.0
56121,2,81,96,2,0,36656.74124099,32458.00381719,1268.886453433,2929.850971588,9128.403296369,27035.983176698,23526.1141634,15595.79025282,24138.19996124,18211.31093252,5926.88903191,32458.00381719,13853.1456938,18238.34952518,Lorient,0.7336829999999999,0.0,0.0
56260,3,195,307,2,1,35375.17306852,29687.54826871,2618.986797169,3068.638002105,10541.976996352,24587.614766034,19750.078576899,21311.42568078,24114.82311015,17439.692529542,6675.130579522,29687.54826871,13411.505998129,15867.998070552,Vannes,0.7969999999999999,0.0,0.0
57160,2,12,0,0,2,6634.62342168,5838.98024977,32.315422473,763.3277511040001,3359.782931234,3252.03925076,2745.0376703800002,4161.657010324,5007.92372729,3057.548245524,1950.375481968,5838.98024977,2875.488811086,2602.65427478,Creutzwald,0.832563,0.0,0.0
57227,9,119,51,6,3,11001.60798918,9124.01690938,95.314788564,1782.2762912,3396.51266038,7422.459755338,5873.648219038,5986.573652807,7338.316971507,4726.054898869,2612.262072618,9124.01690938,3763.649351158,4864.7016685379995,Forbach,0.787328,0.0,0.0
57269,1,19,3,1,0,3579.7572461,3373.6303182,17.542717316,188.58421117,2346.2302369,1222.3528012,1122.5785965,2703.9075042,3043.683895,1555.5435596,1488.1403346000002,3373.6303182,2126.6315371,1200.6962183,Guénange,0.8658290000000001,0.0,0.0
57332,1,6,6,1,0,3230.8911526,2725.138385,11.08223197,494.67053615,1417.05625417,1789.6391704,1419.89561286,1717.9575866,2294.1202021999998,1318.5649681,975.5552339999999,2725.138385,1309.59964784,1258.16398554,Hombourg-Haut,0.821847,0.0,0.0
57463,32,1213,899,27,5,70903.00916268,61060.95178798,1863.493023316,7978.56435056,9076.634401697,60466.04875998,51440.46000734,32948.77342027,43467.43292478,32072.61778158,11394.81514146,61060.95178798,20405.299272211,39384.09724486,Metz,0.729945,15.0,9726.0
57630,5,98,54,3,2,6822.910093529999,5848.81205684,180.54224385,793.555793534,2227.1024152,4543.029163127,3761.875408827,3748.90856238,4611.21485607,3247.30163792,1363.913218149,5848.81205684,2600.76241187,3053.6597313800003,,0.7615615,0.0,0.0
57631,9,98,49,5,4,11988.511260700001,10204.8831637,184.447849684,1599.180247197,4225.35330425,7610.283422,6216.1580691,6384.8779599,8146.1340577,5371.104325,2775.0297322,10204.8831637,4411.16100344,5533.04600626,,0.7615615,0.0,0.0
57751,4,41,45,4,0,6482.8891837,5915.5852593,32.174772665999996,535.12915214,2142.71830004,4300.4290466,3853.6250964,3352.1803222,4521.0258321,2947.3981103,1573.62772174,5915.5852593,2149.97737594,3702.7463891999996,,0.7615615,1.0,250.0
57757,1,32,0,0,1,8772.128108699999,8013.5683444,98.718033409,659.84173005,3615.64271246,5028.1770633,4426.6388719999995,5614.7529771,6884.3369554,3812.3583933,3071.9785620000002,8013.5683444,4212.6082698,3651.7430826,,0.7615615,0.0,0.0
58194,4,207,16,1,3,22074.68512994,17910.32499074,769.249197784,3395.110941127,7226.89131521,14694.66069864,11410.32810669,9641.1666704,13269.230831159999,9859.83767726,3409.39315354,17910.32499074,7488.374867400999,10145.12376056,,0.7615615,0.0,0.0
59009,2,69,58,1,1,29688.679425540002,27582.11812039,912.083421849,1194.477886692,12096.195657166,16791.646248039,15427.341008118,15197.5497432,20765.8910657,13164.590332149999,7601.30073329,27582.11812039,11192.05064432,15855.02449375,,0.7615615,1.0,2088.0
59017,4,292,280,2,2,12686.9914179,11444.2283321,101.957998524,1140.805087452,7009.3889455,5645.448582651,4956.198952250999,4732.54219984,8610.9321371,5943.4440772,2667.4880609800002,11444.2283321,5372.8753355,5941.67582534,,0.7615615,1.0,450.0
59028,1,4,0,0,1,3118.854827,2904.0652437,0.999021322,213.79056285,2718.2755922,341.11684959,310.1471886,1819.103717,2249.1285395,1348.0768192,901.0517202999999,2904.0652437,1430.4444993,1413.5840179,,0.7615615,0.0,0.0
59122,1,4,10,1,0,18251.0110763,16113.8219608,209.25627293600002,1927.93284218,9721.085211900001,8291.629986154001,7078.245327624,8209.2094451,11659.4777576,8510.8366012,3148.6411556000003,16113.8219608,7116.074719,8779.85102764,,0.7615615,0.0,0.0
59183,8,98,68,5,3,46825.530292851,41989.380570761,1560.834621852,3275.315102915,19238.59149231,27042.438849369002,23202.669474387,19356.893135221,31288.014386731,21449.821083030998,9838.19330506,41989.380570761,19075.00890471,22497.616312971,,0.7615615,0.0,0.0
59253,1,2,0,0,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
59271,3,74,11,1,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
59324,1,35,0,0,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
59350,296,5075,3127,87,209,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,21.0,12658.0
59378,1,22,33,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
59392,1,4,8,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
59410,3,87,54,1,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
59512,73,2434,1266,43,30,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roubaix,0.631882,5.0,3212.0
59560,3,62,58,2,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seclin,0.8012650000000001,1.0,370.0
59599,14,710,517,12,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,5.0,1596.0
59606,2,26,19,1,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
59648,3,160,225,2,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wattignies,0.78593,0.0,0.0
60057,6,616,376,4,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beauvais,0.758659,0.0,0.0
60157,1,20,0,0,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clermont,0.824651,0.0,0.0
60175,1,40,0,0,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Creil,0.720169,0.0,0.0
60463,3,94,6,1,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
60471,2,90,0,0,2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
60684,1,20,20,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
61001,2,51,39,1,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
62014,2,25,10,2,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aire-sur-la-Lys,0.824484,0.0,0.0
62041,5,83,41,3,2,24160.4487427,21328.5497222,395.789855907,2436.10916485,8082.3221604,15950.790712,13792.7853871,10465.5391051,15203.2011124,11568.3261062,3634.8750062999998,21328.5497222,7084.15657656,13911.8263109,Arras,0.696931,0.0,0.0
62048,1,6,6,1,0,4916.6233069,4262.8387412,15.639423846,638.14514152,3939.3506853999997,974.54860269,759.97341252,2710.6066749,3176.4852226,1972.4664582,1204.01876436,4262.8387412,1877.3551642,2310.6927901,Auchel,0.701635,0.0,0.0
62119,3,149,134,2,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Béthune,0.692812,0.0,0.0
62160,8,154,102,2,6,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boulogne-sur-Mer,0.633547,0.0,0.0
62178,4,191,120,4,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bruay-la-Buissière,0.704088,0.0,0.0
62193,3,42,0,0,3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calais,0.703827,0.0,0.0
62498,2,26,29,1,1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lens,0.69694,0.0,0.0
62510,1,7,5,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liévin,0.739721,0.0,0.0
62570,1,25,24,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Méricourt,0.775984,0.0,0.0
62667,1,12,40,1,0,4732.197845,4091.4649842,239.899979149,400.83288186,2422.1758889000002,2298.0210343,1916.1802343,1689.1934328,2851.5776629,1969.9821809999999,881.5954819,4091.4649842,1653.7311236,2389.5927671,Le Portel,0.697217,0.0,0.0
62764,1,59,64,1,0,2255.2419084,2158.581194,8.787337608,87.87337608,1268.2616235,984.0228209,941.43803087,1392.9870351999998,1706.4824291,1131.8750031,574.607426,2158.581194,1057.6684923,1086.639111,Saint-Nicolas,0.758129,0.0,0.0
62765,5,56,2,2,3,8484.025971699999,7170.2929486,154.108425105,1159.6245965,3426.157121,4993.8422009,4096.1405143,2471.323474,5067.3080468,3756.59075,1310.7172972,7170.2929486,2390.923576,4655.129338,Saint-Omer,0.664322,0.0,0.0
63113,9,536,349,6,3,91873.0505528,80150.0446658,4303.319700805,7419.68618609,15153.195695705,75235.544649,64938.38251921,46632.208271,57276.2492718,43709.6850098,13566.56426555,80150.0446658,25020.24007987,53267.4549615,Clermont-Ferrand,0.727459,0.0,0.0
63430,6,64,6,3,3,7389.974642237,5580.360778137,223.22413228,1586.38973319,4178.972927537,3126.83147542,2103.75136826,3404.118542837,4543.552204836999,2858.420805837,1685.1313992999999,5580.360778137,3130.2509933369997,2359.1295898,Thiers,0.79046,0.0,0.0
64102,13,423,2,1,12,32373.35131871,29119.43303455,1439.099625494,1814.8186581300001,4171.81239443,28054.10138401,25142.076058646,16620.02306922,23325.1840022,16914.8797347,6410.3042677,29119.43303455,10595.66330569,17910.51621771,Bayonne,0.783911,0.0,0.0
64445,2,64,41,1,1,53675.757423099996,43755.4287224,1620.663213886,8299.66548464,8843.139122402,44362.4116727,35227.1491751,26225.6257967,32885.8978731,24807.3567312,8078.5411415,43755.4287224,16847.0539629,26133.7006056,Pau,0.760541,0.0,0.0
65440,8,200,153,4,4,30079.10325082,25029.24417318,689.34239849,4360.516680888,7158.28949067,22619.72804773,18356.18029158,13733.5914017,18803.57329294,14668.54211082,4135.03118177,25029.24417318,8556.11358248,16067.32003836,Tarbes,0.762582,0.0,0.0
66065,3,14,0,0,3,5025.336679,4151.472843,205.49292078,668.370914,3604.5912037999997,1387.541002,1146.7614182,2932.4960083,3595.3223424,2032.6366222,1562.6857208,4151.472843,2405.4604139,1621.4228443,Elne,0.839124,0.0,0.0
66136,82,1343,578,24,58,73808.9265187,59406.6701848,2960.005071413,11442.25126067,19274.36180151,54107.45283288,41796.69434717,31240.71679403,43671.2607247,32777.8354197,10893.42530639,59406.6701848,23987.01752142,34107.82015232,Perpignan,0.735246,0.0,0.0
67046,4,46,56,4,0,5398.5441833,4861.2618738,44.319557687,492.9627518,2696.9567422,2661.4750155,2339.5559875,3366.2736126,4089.2405414,2269.6452648,1819.5952767,4861.2618738,2654.2415665,2091.9141901,Bischwiller,0.8410879999999998,0.0,0.0
67180,6,172,221,6,0,18571.15334752,16754.98006432,291.135727728,1525.037553573,7224.80381941,11227.46792406,9893.467739111,13390.31830348,14490.65553116,8734.18412583,5756.4714063,16754.98006432,8930.94679792,7200.54622958,Haguenau,0.856894,0.0,0.0
67267,1,284,105,1,0,9709.9911058,9137.954445899999,99.038348837,472.99831173,2449.73963718,7174.6674184,6688.2191065,7300.2085913,7790.0771978,5063.7403639,2726.3368343,9137.954445899999,5284.8965632,3719.225887,Lingolsheim,0.843795,0.0,0.0
67437,2,22,20,1,1,6436.48172686,5545.50623071,186.95525981,704.020236383,2155.44448466,4268.856429098,3538.006980098,4136.65362923,4473.56040251,2845.79214066,1627.76826154,5545.50623071,2967.66462441,2465.864634982,Saverne,0.804375,0.0,0.0
67482,48,1279,567,20,28,162246.207666006,140393.053217296,8076.158735657,13776.995705821,9975.967790696,149471.104087348,128824.993125032,56248.87294468,86270.777074166,65817.029548905,20453.747524717,140393.053217296,37863.928959886,99258.998228041,Strasbourg,0.624558,24.0,11554.0
68066,1,95,46,1,0,36386.1418027,32649.1692812,1636.189301201,2100.78322349,6140.949453874,29990.1631265,26544.8106298,18998.8600151,25853.0213468,18216.8286148,7636.19273253,32649.1692812,12121.88263867,19984.7604767,Colmar,0.778726,0.0,0.0
68154,3,162,0,0,3,6828.8974985,6190.7926394999995,66.174190474,571.93066895,2271.7202918000003,4528.5973182,4029.3404819,4107.6465979,5401.1427012,2968.8519514,2432.2907506,6190.7926394999995,3562.3932643,2498.4170497,Illzach,0.8724999999999999,0.0,0.0
68224,103,2899,1319,43,60,58439.0534965,47916.5376189,1140.446748945,9382.069130468,7482.504013015,50028.2808803,40302.205061,18575.7888307,32489.8159467,23970.2823363,8519.53361015,47916.5376189,15878.016416658,31174.769251100002,Mulhouse,0.673407,0.0,0.0
68297,13,446,158,11,2,11735.386386,10408.1362832,525.27224746,801.9778555099999,3203.1528616,8391.7927406,7249.9294516,6476.158177400001,8499.4228034,5755.6500146,2743.7727889,10408.1362832,4380.4533894,5927.2366577,Saint-Louis,0.813,0.0,0.0
68376,1,104,92,1,0,6785.5853533,6370.5298283,42.691770348,372.36375412,4033.3059147,2743.49880899,2466.12610089,4703.148234,5691.4337006999995,3211.1554949,2480.2782067999997,6370.5298283,4116.457348800001,2177.1573780999997,Wittenheim,0.877339,0.0,0.0
69027,1,53,95,1,0,5713.04014705,5435.3894876,83.7542339,193.8964255,2678.76692251,2950.01270609,2770.30143094,4233.62450059,4934.19749657,2594.35501258,2339.8424834899997,5435.3894876,3363.69044717,1983.18979398,Brignais,0.891809,0.0,0.0
69029,14,1629,1167,12,2,19831.311562900002,18370.6890819,283.9968308,1176.62565185,3184.908393668,16491.2670709,15232.7959228,11202.7199473,14114.5793367,9688.2475908,4426.331746,18370.6890819,8645.38735733,9403.1468124,Bron,0.76594,0.0,0.0
69091,14,154,104,4,10,9113.8019943,8280.4417857,76.21884063,757.14136804,2723.3164078199998,6356.4294161,5667.3669076999995,3992.79440091,6626.8218154,3984.50295193,2642.31886319,8280.4417857,3435.7828386799997,4699.7224693,Givors,0.773219,0.0,0.0
69092,1,30,27,1,0,3532.5135574,3223.0211301,32.793899681,276.69852861,1832.5205449,1607.0674079,1413.3784381,2251.3838681,2848.0933768,1564.5182802,1283.5750967,3223.0211301,1826.002577,1347.8324796000002,Gleizé,0.874194,0.0,0.0
69096,1,53,72,1,0,4258.3494215,3977.6503736,37.894371289,242.80467527,1807.7824872,2445.24157598,2265.59418552,2591.7161517,3581.5540194,1901.547551,1680.0064694,3977.6503736,2294.4795512,1660.61145996,Grigny,0.87236,0.0,0.0
69123,11,357,308,6,5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,114.0,18510.0
69149,1,10,0,0,1,14338.274107199999,13199.6937683,209.346878635,929.23346087,2323.41662311,11943.8363849,10966.6112214,7010.1309163000005,9898.0747103,7379.617828,2518.4568821000003,13199.6937683,6477.344312,6518.3028257999995,Oullins,0.765469,1.0,11.0
69152,1,45,52,1,0,5008.56157799,4457.12979089,88.913782958,462.51800352,1491.70014359,3475.4161638,3071.2599901999997,2986.89001482,3617.04557123,2436.0419211,1181.003649887,4457.12979089,2257.34960767,2134.4833247379997,Pierre-Bénite,0.8121170000000001,0.0,0.0
69199,6,471,246,6,0,8147.1303901,7597.5291965,57.277403781,492.32378988,1282.8664258000001,6797.729893500001,6314.1794132,3327.1833274,5512.7892317000005,3996.1329717,1516.65626018,7597.5291965,2691.44390606,4857.0169078,Saint-Fons,0.72651,0.0,0.0
69256,20,1444,1010,16,4,20353.569365607,18749.71000144,143.95739631200001,1459.901967243,3699.092810537,16418.96263744,15038.25868907,10125.47249908,13531.75368204,9416.63350088,4115.120180953,18749.71000144,7018.144039206,11552.613879806,Vaulx-en-Velin,0.710592,1.0,11.0
69259,13,977,190,6,7,29813.34026279,27075.16715065,367.078200875,2371.094913732,4116.23674796,25071.222831537998,22628.862856376,13102.5395237,19132.24061061,14026.76637351,5105.47423628,27075.16715065,9067.523380387,17650.22174883,Vénissieux,0.711881,7.0,77.0
69264,3,116,161,3,0,19597.26015939,17327.93348512,363.729534189,1905.597140655,2733.17589392,16652.220078000002,14580.743572757,9182.61973076,13447.58806294,9987.04668642,3460.54137773,17327.93348512,6122.18211648,11009.714392561,Villefranche-sur-Saône,0.775692,0.0,0.0
69266,11,500,397,8,3,89281.830380774,78842.115808674,3238.454807147,7201.25976808,4257.552913645,82362.462251374,72473.526288874,42411.957662874,48874.033630874,39609.132163274,9264.90146658,78842.115808674,28250.316449883,49384.795354474,Villeurbanne,0.652571,10.0,468.0
69282,5,486,47,1,4,15150.580830707,14290.134795307,206.376303724,654.069730941,7586.331288217,7511.511095736,6985.258838176,11292.069610307,12941.344997606999,7182.529249765,5758.815747439,14290.134795307,8744.749201227,5384.409196646,Meyzieu,0.899559,1.0,11.0
69286,9,492,222,3,6,13137.3216519,12166.6739823,69.503197306,901.14447266,3182.053778041,9846.7901328,9099.9379518,5168.111133599999,9514.5890101,6216.0831185,3298.50589097,12166.6739823,4930.004878801,7100.0099602,Rillieux-la-Pape,0.767167,0.0,0.0
69290,2,105,121,2,0,22429.3444183,20358.4110536,367.73839558500003,1703.194971004,5340.76318784,16884.26020634,15345.34491469,12332.48960802,17099.6430142,10728.379892,6371.2631224,20358.4110536,10015.92405923,10128.71602789,Saint-Priest,0.8343399999999999,2.0,22.0
69383,1,30,0,0,1,62110.572602600005,53668.5646798,4309.3600361,4132.64788433,2129.63684103,59419.2558098,51211.451419,27737.1359437,32021.228525,26210.4580151,5810.77050725,53668.5646798,18100.662157,34422.8207911,Lyon 3e Arrondissement,0.636227,0.0,0.0
69387,1,199,100,1,0,55008.25711592,46895.823058531,3556.40810471,4556.025955996,294.456579828,53306.51841492,45329.443522531,21878.233810931,25501.604185231,21033.360163431,4468.2440226,46895.823058531,13006.5486095,32924.477778131,Lyon 7e Arrondissement,0.579259,0.0,0.0
69388,27,1059,619,13,14,49135.535497,43938.7874675,1454.5983631670001,3742.14966662,1945.234173871,46285.6985329,41373.9429383,23191.122278,28209.119430400002,22767.6509958,5441.46843383,43938.7874675,12759.473611379999,30121.2166114,Lyon 8e Arrondissement,0.6520669999999998,0.0,0.0
69389,11,634,636,9,2,30365.5188082,25621.960746,1421.58372557,3321.97433736,1164.687580969,28567.751527,23976.1066225,12018.9966602,16233.5758498,12762.379290500001,3471.19656,25621.960746,8508.58910076,16784.8906953,Lyon 9e Arrondissement,0.670718,0.0,0.0
70279,1,5,0,0,1,3228.750142,2561.5820094,76.13330048,591.03483266,930.7225726,2248.9484279,1684.9609518,1189.1574489,1834.3501429,1302.289378,532.0607648,2561.5820094,912.6514434,1561.7683629,Gray,0.706444,0.0,0.0
70311,1,16,0,0,1,4420.4053193,3424.0214648,260.64345891,735.74039662,1551.5859842999998,2851.36011,2004.5438091,2089.6340243,2707.2358346,1808.373447,898.862388,3424.0214648,1520.3247625,1833.1510657,Luxeuil-les-Bains,0.757688,0.0,0.0
71076,3,74,13,2,1,27766.98149597,24551.71798503,843.208759469,2372.054752256,3448.463711633,23618.063998996,20707.293867336,9013.317380071,18264.315565488,14005.955034081999,4258.360533676,24551.71798503,9605.641091492,14544.330476456,Chalon-sur-Saône,0.726618,0.0,0.0
71270,4,351,112,3,1,19229.63939895,16881.7733125,575.819981745,1772.046107054,4233.998481133,14834.810600353001,12836.127149683,8197.09029158,13451.21487215,9584.44901167,3866.76586132,16881.7733125,6242.88125744,10412.15842504,Mâcon,0.795829,0.0,0.0
72003,1,70,36,1,0,5130.807001,4717.45987,56.979394674999995,356.36773648999997,2172.48651706,2941.8578024,2627.9264625,2364.68037996,3454.8313184999997,2346.2140001,1108.61731827,4717.45987,2221.8643249200004,2479.5152081,,0.7615615,0.0,0.0
72095,1,56,23,1,0,3557.9876670000003,3378.4905839,25.069425158999998,154.42765899,1428.5124507,2030.5800011000001,1914.2578684,1734.5276282,2463.5423827,1610.9197349,852.6226479000001,3378.4905839,1382.4546909,1961.9313169,,0.7615615,0.0,0.0
72181,12,692,243,7,5,84192.775557851,72965.550602066,2641.234782146,8585.990175945,34854.344887629,48301.540915806,39968.109727716,41360.302352419,53886.58029544,38815.23388319,15071.346410629,72965.550602066,33252.320293265,39024.15846587,,0.7615615,0.0,0.0
73008,1,36,19,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7615615,0.0,0.0
